Headline,Price,Date,Stock Direction
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190.62,11/30/2022 14:37,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,190.62,11/30/2022 14:37,1
Former top official at Twitter speaks out after working with Musk  ,190.45,11/30/2022 14:42,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,190.45,11/30/2022 14:42,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190.45,11/30/2022 14:42,-1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,190.45,11/30/2022 14:42,-1
EU Official Says Changes Are Needed at Twitter  ,190.45,11/30/2022 14:42,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190.45,11/30/2022 14:42,-1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,190.45,11/30/2022 14:42,-1
Former top official at Twitter speaks out after working with Musk  ,190.42,11/30/2022 14:47,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,190.42,11/30/2022 14:47,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190.42,11/30/2022 14:47,-1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,190.42,11/30/2022 14:47,-1
EU Official Says Changes Are Needed at Twitter  ,190.42,11/30/2022 14:47,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190.42,11/30/2022 14:47,-1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,190.42,11/30/2022 14:47,-1
Former top official at Twitter speaks out after working with Musk  ,192.38,11/30/2022 14:52,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,192.38,11/30/2022 14:52,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,192.38,11/30/2022 14:52,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,192.38,11/30/2022 14:52,1
EU Official Says Changes Are Needed at Twitter  ,192.38,11/30/2022 14:52,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,192.38,11/30/2022 14:52,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,192.38,11/30/2022 14:52,1
Former top official at Twitter speaks out after working with Musk  ,194.14,11/30/2022 14:56,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.14,11/30/2022 14:56,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,194.14,11/30/2022 14:56,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,194.14,11/30/2022 14:56,1
EU Official Says Changes Are Needed at Twitter  ,194.14,11/30/2022 14:56,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,194.14,11/30/2022 14:56,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,194.14,11/30/2022 14:56,1
Former top official at Twitter speaks out after working with Musk  ,194.69,11/30/2022 15:01,1
Twitter must comply with Europe's platform rules EU digital chief warns Musk in virtual meeting ,194.69,11/30/2022 15:01,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.69,11/30/2022 15:01,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,194.69,11/30/2022 15:01,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,194.69,11/30/2022 15:01,1
EU Official Says Changes Are Needed at Twitter  ,194.69,11/30/2022 15:01,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,194.69,11/30/2022 15:01,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,194.69,11/30/2022 15:01,1
Former top official at Twitter speaks out after working with Musk  ,194.7,11/30/2022 15:06,1
Twitter must comply with Europe's platform rules EU digital chief warns Musk in virtual meeting ,194.7,11/30/2022 15:06,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.7,11/30/2022 15:06,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,194.7,11/30/2022 15:06,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,194.7,11/30/2022 15:06,1
EU Official Says Changes Are Needed at Twitter  ,194.7,11/30/2022 15:06,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,194.7,11/30/2022 15:06,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,194.7,11/30/2022 15:06,1
Former top official at Twitter speaks out after working with Musk  ,194.39,11/30/2022 15:11,-1
Twitter must comply with Europe's platform rules EU digital chief warns Musk in virtual meeting ,194.39,11/30/2022 15:11,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.39,11/30/2022 15:11,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,194.39,11/30/2022 15:11,-1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,194.39,11/30/2022 15:11,-1
EU Official Says Changes Are Needed at Twitter  ,194.39,11/30/2022 15:11,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,194.39,11/30/2022 15:11,-1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,194.39,11/30/2022 15:11,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.03,12/1/2022 10:35,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.03,12/1/2022 10:35,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,195.03,12/1/2022 10:35,1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.03,12/1/2022 10:35,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.03,12/1/2022 10:35,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,195.03,12/1/2022 10:35,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.29,12/1/2022 10:40,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.29,12/1/2022 10:40,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,195.29,12/1/2022 10:40,1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.29,12/1/2022 10:40,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.29,12/1/2022 10:40,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,195.29,12/1/2022 10:40,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.68,12/1/2022 10:45,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.68,12/1/2022 10:45,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,195.68,12/1/2022 10:45,1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.68,12/1/2022 10:45,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.68,12/1/2022 10:45,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,195.68,12/1/2022 10:45,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.38,12/1/2022 10:50,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.38,12/1/2022 10:50,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.38,12/1/2022 10:50,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.38,12/1/2022 10:50,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.38,12/1/2022 10:50,-1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.38,12/1/2022 10:50,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.53,12/1/2022 10:55,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.53,12/1/2022 10:55,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.53,12/1/2022 10:55,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.53,12/1/2022 10:55,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.53,12/1/2022 10:55,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.53,12/1/2022 10:55,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.58,12/1/2022 11:00,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.58,12/1/2022 11:00,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.58,12/1/2022 11:00,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.58,12/1/2022 11:00,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.58,12/1/2022 11:00,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.58,12/1/2022 11:00,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.08,12/1/2022 11:05,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.08,12/1/2022 11:05,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.08,12/1/2022 11:05,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.08,12/1/2022 11:05,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.08,12/1/2022 11:05,-1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.08,12/1/2022 11:05,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.06,12/1/2022 11:10,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.06,12/1/2022 11:10,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.06,12/1/2022 11:10,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.06,12/1/2022 11:10,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.06,12/1/2022 11:10,-1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.06,12/1/2022 11:10,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.02,12/1/2022 11:14,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.02,12/1/2022 11:14,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.02,12/1/2022 11:14,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.02,12/1/2022 11:14,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.02,12/1/2022 11:14,-1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.02,12/1/2022 11:14,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.17,12/1/2022 11:19,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.17,12/1/2022 11:19,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.17,12/1/2022 11:19,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.17,12/1/2022 11:19,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.17,12/1/2022 11:19,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.17,12/1/2022 11:19,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.46,12/1/2022 11:24,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.46,12/1/2022 11:24,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.46,12/1/2022 11:24,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.46,12/1/2022 11:24,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.46,12/1/2022 11:24,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.46,12/1/2022 11:24,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.63,12/1/2022 11:29,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.63,12/1/2022 11:29,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.63,12/1/2022 11:29,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.63,12/1/2022 11:29,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.63,12/1/2022 11:29,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.63,12/1/2022 11:29,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.64,12/1/2022 11:34,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.64,12/1/2022 11:34,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.64,12/1/2022 11:34,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.64,12/1/2022 11:34,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.64,12/1/2022 11:34,1
From Elon Musk to Drake Celebrity Nightstand Photos Are Causing a Stir ,194.64,12/1/2022 11:34,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.77,12/1/2022 11:39,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.77,12/1/2022 11:39,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.77,12/1/2022 11:39,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.77,12/1/2022 11:39,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.77,12/1/2022 11:39,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.51,12/1/2022 11:43,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.51,12/1/2022 11:43,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.51,12/1/2022 11:43,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.51,12/1/2022 11:43,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.51,12/1/2022 11:43,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.35,12/1/2022 11:48,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.35,12/1/2022 11:48,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.35,12/1/2022 11:48,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.35,12/1/2022 11:48,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.35,12/1/2022 11:48,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.86,12/1/2022 11:53,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.86,12/1/2022 11:53,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.86,12/1/2022 11:53,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.86,12/1/2022 11:53,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.86,12/1/2022 11:53,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.48,12/1/2022 11:58,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.48,12/1/2022 11:58,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,194.48,12/1/2022 11:58,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.48,12/1/2022 11:58,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.48,12/1/2022 11:58,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.32,12/1/2022 12:03,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.32,12/1/2022 12:03,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,195.32,12/1/2022 12:03,1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.32,12/1/2022 12:03,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.32,12/1/2022 12:03,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,196.09,12/1/2022 12:08,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,196.09,12/1/2022 12:08,1
Tesla Set to Deliver Semi Truck to PepsiCo ,196.09,12/1/2022 12:08,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,196.09,12/1/2022 12:08,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.69,12/1/2022 12:13,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.69,12/1/2022 12:13,-1
First All-Female Referee Team Planned For World Cup—Here Are The Other Records Set In Qatar ,195.69,12/1/2022 12:13,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.69,12/1/2022 12:13,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.69,12/1/2022 12:13,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.55,12/1/2022 12:18,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.55,12/1/2022 12:18,-1
First All-Female Referee Team Planned For World Cup—Here Are The Other Records Set In Qatar ,195.55,12/1/2022 12:18,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.55,12/1/2022 12:18,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.55,12/1/2022 12:18,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.22,12/1/2022 12:23,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.22,12/1/2022 12:23,-1
First All-Female Referee Team Planned For World Cup—Here Are The Other Records Set In Qatar ,195.22,12/1/2022 12:23,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.22,12/1/2022 12:23,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.22,12/1/2022 12:23,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.07,12/1/2022 12:28,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.07,12/1/2022 12:28,-1
First All-Female Referee Team Planned For World Cup—Here Are The Other Records Set In Qatar ,195.07,12/1/2022 12:28,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.07,12/1/2022 12:28,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.07,12/1/2022 12:28,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.9,12/1/2022 12:33,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.9,12/1/2022 12:33,-1
First All-Female Referee Team Planned For World Cup—Here Are The Other Records Set In Qatar ,194.9,12/1/2022 12:33,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.9,12/1/2022 12:33,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.9,12/1/2022 12:33,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.8,12/1/2022 12:38,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.8,12/1/2022 12:38,-1
First All-Female Referee Team Planned For World Cup—Here Are The Other Records Set In Qatar ,194.8,12/1/2022 12:38,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.8,12/1/2022 12:38,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.8,12/1/2022 12:38,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.8,12/1/2022 12:43,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.8,12/1/2022 12:43,-1
First All-Female Referee Team Planned For World Cup—Here Are The Other Records Set In Qatar ,194.8,12/1/2022 12:43,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.8,12/1/2022 12:43,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.8,12/1/2022 12:43,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.88,12/1/2022 12:48,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.88,12/1/2022 12:48,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.88,12/1/2022 12:48,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.88,12/1/2022 12:48,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.97,12/1/2022 12:52,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.97,12/1/2022 12:52,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.97,12/1/2022 12:52,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.97,12/1/2022 12:52,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.92,12/1/2022 12:57,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.92,12/1/2022 12:57,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.92,12/1/2022 12:57,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.92,12/1/2022 12:57,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.62,12/1/2022 13:02,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.62,12/1/2022 13:02,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.62,12/1/2022 13:02,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.62,12/1/2022 13:02,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.74,12/1/2022 13:07,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.74,12/1/2022 13:07,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.74,12/1/2022 13:07,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.74,12/1/2022 13:07,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.47,12/1/2022 13:12,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.47,12/1/2022 13:12,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.47,12/1/2022 13:12,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.47,12/1/2022 13:12,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.92,12/1/2022 13:17,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.92,12/1/2022 13:17,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.92,12/1/2022 13:17,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.92,12/1/2022 13:17,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.93,12/1/2022 13:22,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.93,12/1/2022 13:22,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.93,12/1/2022 13:22,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.93,12/1/2022 13:22,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.93,12/1/2022 13:22,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,195.35,12/1/2022 13:27,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,195.35,12/1/2022 13:27,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,195.35,12/1/2022 13:27,1
Tesla Set to Deliver Semi Truck to PepsiCo ,195.35,12/1/2022 13:27,1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,195.35,12/1/2022 13:27,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.64,12/1/2022 13:32,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.64,12/1/2022 13:32,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.64,12/1/2022 13:32,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.64,12/1/2022 13:32,-1
Elon Musk Says Neuralink Should Be Ready for Human Testing in Six Months ,194.64,12/1/2022 13:32,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.78,12/1/2022 13:36,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.78,12/1/2022 13:36,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.78,12/1/2022 13:36,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.78,12/1/2022 13:36,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.52,12/1/2022 13:42,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.52,12/1/2022 13:42,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.52,12/1/2022 13:42,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.52,12/1/2022 13:42,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.28,12/1/2022 13:47,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.28,12/1/2022 13:47,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.28,12/1/2022 13:47,-1
